car_reg,purchase_date,year,month,county,make,model,type,colour,tax_band,price
192-L-963,2019-07-22,2019,7,LIMERICK,MERCEDES,C-CLASS,ESTATE,BLUE,B,90368.0
181-L-414,2018-08-01,2018,1,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,67679.0
201-D-2124,2020-03-01,2020,1,DUBLIN,TOYOTA,PRIUS,HATCHBACK,RED,B,36930.0
201-C-2948,2018-10-02,2018,2,CORK,OPEL,ASTRA,HATCHBACK,WHITE,A,29501.0
181-C-3297,2018-03-14,2018,3,CORK,AUDI,A6,ESTATE,RED,C,66913.0
201-D-3200,2020-02-13,2020,2,GALWAY,OPEL,ASTRA,ESTATE,WHITE,B,27192.0
202-D-1306,2020-10-26,2020,10,DUBLIN,FORD,FIESTA,HATCHBACK,WHITE,A,26378.0
201-L-3290,2019-01-25,2019,1,LIMERICK,MAZDA,CX-5,SUV,BLUE,B,48573.0
201-D-3980,2018-02-19,2018,2,DUBLIN,TOYOTA,CAMERY,SALOON,WHITE,B,42872.0
181-G-1988,2018-10-01,2018,1,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,41304.0
201-C-4291,2020-02-20,2020,2,CORK,MERCEDES,A-CLASS,HATCHBACK,SILVER,B,57923.0
181-D-4441,2018-02-04,2018,4,DUBLIN,FORD,FIESTA,HATCHBACK,SILVER,A,28898.0
191-D-2605,2019-02-24,2019,2,DUBLIN,FORD,FOCUS,ESTATE,RED,A,26996.0
182-C-4692,2018-03-07,2018,7,CORK,MAZDA,CX-5,SUV,RED,B,40211.0
202-D-4501,2020-10-17,2020,10,DUBLIN,AUDI,A4,SALOON,ORANGE,B,49176.0
181-W-4851,2018-01-21,2018,1,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,26524.0
201-C-1286,2020-01-19,2020,1,CORK,MAZDA,MAZDA6,SALOON,RED,B,40434.0
182-G-771,2018-07-25,2018,7,GALWAY,MAZDA,MAZDA3,SALOON,SILVER,B,36083.0
201-C-1276,2020-04-13,2020,4,CORK,OPEL,INSIGNIA,HATCHBACK,WHITE,B,36943.0
201-D-1335,2018-03-20,2018,3,DUBLIN,MAZDA,MAZDA6,SALOON,BLUE,B,34825.0
181-G-4802,2018-02-13,2018,2,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,83314.0
201-D-2790,2020-11-06,2020,6,DUBLIN,OPEL,INSIGNIA,HATCHBACK,WHITE,B,37793.0
201-D-1341,2020-02-18,2020,2,GALWAY,BMW,3 SERIES,HATCHBACK,RED,C,52791.0
201-W-303,2020-01-14,2020,1,WATERFORD,FORD,FOCUS,HATCHBACK,SILVER,A,44042.0
201-L-3882,2018-01-13,2018,1,LIMERICK,BMW,2 SERIES,COUPE,BLUE,B,70796.0
201-C-1059,2020-03-18,2020,3,CORK,TOYOTA,COROLLA,HATCHBACK,SILVER,B,29341.0
201-W-4840,2019-04-02,2019,2,WATERFORD,OPEL,ASTRA,ESTATE,WHITE,B,25167.0
181-C-1256,2018-01-26,2018,1,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,40111.0
191-D-2895,2019-12-02,2019,2,DUBLIN,OPEL,ASTRA,HATCHBACK,SILVER,A,30612.0
201-D-4118,2020-03-02,2020,2,DUBLIN,FORD,FOCUS,ESTATE,RED,A,36239.0
201-L-540,2020-03-04,2020,4,LIMERICK,BMW,3 SERIES,ESTATE,BLUE,B,48929.0
201-L-2691,2020-07-05,2020,5,LIMERICK,OPEL,CROSSLAND X,SUV,WHITE,A,27975.0
201-L-1859,2018-05-21,2018,5,LIMERICK,FORD,MONDEO,SALOON,WHITE,B,35840.0
181-D-354,2018-03-23,2018,3,GALWAY,AUDI,A4,ESTATE,WHITE,B,50119.0
182-L-2016,2018-07-18,2018,7,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,38033.0
181-D-4348,2018-01-17,2018,1,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,34286.0
201-C-4361,2020-12-01,2020,1,CORK,BMW,3 SERIES,SALOON,RED,B,51347.0
181-D-419,2018-11-01,2018,1,GALWAY,BMW,X3,SUV,BLUE,C,105821.0
181-W-3295,2018-03-24,2018,3,WATERFORD,TOYOTA,PRIUS,HATCHBACK,BLUE,B,36200.0
181-C-4144,2018-10-03,2018,3,GALWAY,FORD,MONDEO,SALOON,WHITE,B,35849.0
181-C-1894,2018-03-13,2018,3,GALWAY,OPEL,GRANDLAND X,SUV,BLUE,B,30756.0
201-G-619,2020-05-05,2020,5,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,61666.0
202-L-3600,2020-06-09,2020,9,LIMERICK,MERCEDES,A-CLASS,HATCHBACK,SILVER,B,40016.0
192-D-3242,2019-07-15,2019,7,GALWAY,FORD,FOCUS,HATCHBACK,WHITE,A,33916.0
201-W-3697,2020-05-01,2020,1,WATERFORD,MERCEDES,C-CLASS,ESTATE,WHITE,B,78682.0
181-C-1182,2018-04-16,2018,4,CORK,FORD,FOCUS,HATCHBACK,RED,A,25058.0
181-D-4273,2018-02-13,2018,2,GALWAY,TOYOTA,PRIUS,HATCHBACK,WHITE,B,36202.0
201-G-71,2018-01-25,2018,1,GALWAY,OPEL,ASTRA,ESTATE,SILVER,B,25135.0
191-L-1722,2019-05-20,2019,5,LIMERICK,MAZDA,MAZDA6,ESTATE,ORANGE,B,40411.0
181-D-2576,2018-03-21,2018,3,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,30523.0
201-D-4253,2020-02-18,2020,2,GALWAY,TOYOTA,RAV4,SUV,WHITE,B,46265.0
202-C-2868,2019-06-07,2019,7,CORK,MERCEDES,C-CLASS,SALOON,SILVER,B,95770.0
202-L-632,2020-04-07,2020,7,LIMERICK,MAZDA,CX-30,SUV,WHITE,B,42599.0
191-D-3220,2019-05-25,2019,5,DUBLIN,FORD,MONDEO,SALOON,RED,B,36356.0
191-C-48,2019-01-02,2019,2,CORK,MAZDA,CX-30,SUV,SILVER,B,42968.0
191-D-2915,2019-01-14,2019,1,GALWAY,FORD,MUSTANG,COUPE,RED,C,65993.0
191-L-4277,2019-03-23,2019,3,GALWAY,FORD,FOCUS,ESTATE,RED,A,24039.0
202-D-4512,2018-07-16,2018,7,DUBLIN,AUDI,A4,ESTATE,RED,B,40363.0
191-D-1687,2019-07-03,2019,3,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,37669.0
191-D-3159,2019-01-25,2019,1,DUBLIN,MERCEDES,GLC-CLASS,SUV,WHITE,C,109814.0
201-C-2895,2020-01-27,2020,1,GALWAY,FORD,FIESTA,HATCHBACK,BLUE,A,21933.0
202-D-4762,2020-12-07,2020,7,GALWAY,FORD,MONDEO,HATCHBACK,WHITE,B,36222.0
201-D-521,2018-09-03,2018,3,DUBLIN,FORD,MONDEO,SALOON,WHITE,B,40792.0
201-D-1137,2020-02-01,2020,1,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,28905.0
201-D-2182,2020-04-17,2020,4,GALWAY,FORD,FOCUS,HATCHBACK,RED,A,38562.0
191-W-4333,2019-06-02,2019,2,GALWAY,MERCEDES,C-CLASS,SALOON,BLUE,B,77844.0
182-D-4661,2018-07-14,2018,7,DUBLIN,MAZDA,CX-30,SUV,BLUE,B,33630.0
201-L-528,2018-01-20,2018,1,LIMERICK,TOYOTA,RAV4,SUV,BLUE,B,43288.0
202-D-4951,2020-06-11,2020,11,DUBLIN,MERCEDES,C-CLASS,SALOON,RED,B,65242.0
201-W-193,2020-02-03,2020,3,WATERFORD,TOYOTA,CAMERY,SALOON,WHITE,B,39898.0
191-D-2663,2019-03-18,2019,3,GALWAY,TOYOTA,CAMERY,SALOON,RED,B,40332.0
181-D-861,2018-06-01,2018,1,DUBLIN,MERCEDES,A-CLASS,SALOON,BLUE,B,55124.0
201-L-2888,2018-02-02,2018,2,LIMERICK,AUDI,Q3,SUV,BLUE,B,44801.0
201-D-946,2019-05-16,2019,5,DUBLIN,MAZDA,MAZDA3,HATCHBACK,WHITE,B,31018.0
201-C-2725,2020-03-22,2020,3,CORK,TOYOTA,COROLLA,SALOON,SILVER,B,31289.0
201-W-3188,2020-09-03,2020,3,GALWAY,MERCEDES,AMG-GT,HATCHBACK,RED,D,163717.0
191-W-3726,2019-01-27,2019,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,36617.0
182-W-979,2018-07-16,2018,7,WATERFORD,FORD,FOCUS,ESTATE,WHITE,A,29554.0
192-L-229,2019-01-11,2019,11,GALWAY,FORD,FOCUS,HATCHBACK,WHITE,A,27974.0
201-D-831,2020-02-19,2020,2,DUBLIN,MAZDA,MAZDA3,SALOON,WHITE,B,31581.0
191-C-4232,2019-04-03,2019,3,CORK,OPEL,CORSA,HATCHBACK,WHITE,A,23565.0
201-C-4959,2020-12-01,2020,1,GALWAY,MAZDA,MAZDA6,ESTATE,BLUE,B,35925.0
181-D-907,2018-01-25,2018,1,DUBLIN,OPEL,GRANDLAND X,SUV,WHITE,B,49608.0
191-L-1316,2019-03-01,2019,1,GALWAY,FORD,FOCUS,HATCHBACK,SILVER,A,28377.0
181-D-1038,2018-12-03,2018,3,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,36308.0
202-D-947,2020-07-22,2020,7,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,22290.0
191-G-4311,2019-09-01,2019,1,GALWAY,TOYOTA,COROLLA,SALOON,WHITE,B,31840.0
202-L-3949,2020-01-07,2020,7,LIMERICK,OPEL,CROSSLAND X,SUV,SILVER,A,26292.0
202-C-2899,2020-01-07,2020,7,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,45520.0
181-G-4787,2018-01-25,2018,1,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,43400.0
191-L-903,2019-03-22,2019,3,GALWAY,TOYOTA,YARIS,HATCHBACK,ORANGE,A,15195.0
202-W-1641,2020-12-07,2020,7,WATERFORD,BMW,3 SERIES,HATCHBACK,WHITE,C,60725.0
191-D-4624,2019-01-19,2019,1,GALWAY,BMW,2 SERIES,COUPE,RED,B,48913.0
192-D-377,2019-07-24,2019,7,DUBLIN,MERCEDES,A-CLASS,SALOON,RED,B,39205.0
181-D-3975,2018-01-20,2018,1,DUBLIN,MERCEDES,A-CLASS,SALOON,RED,B,57274.0
192-L-4152,2019-01-07,2019,7,GALWAY,AUDI,A6,ESTATE,WHITE,C,67776.0
202-D-4738,2020-07-13,2020,7,DUBLIN,OPEL,CORSA,HATCHBACK,WHITE,A,23838.0
201-L-48,2020-08-01,2020,1,LIMERICK,MAZDA,CX-30,SUV,WHITE,B,40033.0
191-D-2966,2019-10-05,2019,5,DUBLIN,AUDI,A6,SALOON,RED,C,59095.0
191-L-684,2019-12-05,2019,5,GALWAY,MERCEDES,AMG-GT,HATCHBACK,RED,D,220294.0
181-D-4460,2018-03-13,2018,3,DUBLIN,MAZDA,MAZDA6,SALOON,WHITE,B,44802.0
181-D-4626,2018-03-23,2018,3,GALWAY,FORD,FOCUS,ESTATE,RED,A,33725.0
191-D-2523,2019-06-03,2019,3,GALWAY,AUDI,A4,ESTATE,RED,B,43285.0
191-D-276,2019-01-15,2019,1,DUBLIN,BMW,3 SERIES,SALOON,BLUE,B,48871.0
192-D-3388,2019-04-07,2019,7,DUBLIN,FORD,FIESTA,HATCHBACK,RED,A,20633.0
191-C-2150,2019-03-01,2019,1,CORK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,30441.0
202-D-4340,2020-07-18,2020,7,DUBLIN,FORD,MONDEO,SALOON,RED,B,35886.0
201-W-3398,2019-07-03,2019,3,WATERFORD,BMW,3 SERIES,SALOON,WHITE,B,65263.0
201-C-1107,2020-02-01,2020,1,GALWAY,AUDI,A4,SALOON,RED,B,48164.0
182-D-174,2018-07-23,2018,7,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,22359.0
191-L-3414,2019-02-17,2019,2,LIMERICK,BMW,5 SERIES,ESTATE,WHITE,C,73032.0
182-W-1688,2018-09-08,2018,8,WATERFORD,FORD,KUGA,SUV,ORANGE,B,37908.0
182-D-668,2018-07-26,2018,7,GALWAY,TOYOTA,RAV4,SUV,RED,B,41505.0
181-C-1820,2018-03-03,2018,3,GALWAY,OPEL,GRANDLAND X,SUV,BLUE,B,33197.0
181-C-4537,2018-02-02,2018,2,CORK,AUDI,A4,ESTATE,RED,B,42175.0
202-L-1974,2020-09-14,2020,9,LIMERICK,AUDI,Q3,SUV,WHITE,B,51016.0
182-D-1386,2018-07-17,2018,7,DUBLIN,AUDI,A6,SALOON,RED,C,68766.0
191-D-2547,2019-09-01,2019,1,DUBLIN,AUDI,Q3,SUV,SILVER,B,51907.0
201-L-1090,2020-02-01,2020,1,LIMERICK,BMW,3 SERIES,ESTATE,BLUE,B,53102.0
202-D-3540,2019-07-19,2019,7,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,25048.0
201-C-2219,2020-02-25,2020,2,CORK,BMW,3 SERIES,ESTATE,WHITE,B,57317.0
201-G-1246,2020-03-25,2020,3,GALWAY,AUDI,A4,ESTATE,SILVER,B,51610.0
191-C-3458,2019-01-24,2019,1,CORK,BMW,3 SERIES,HATCHBACK,WHITE,C,49722.0
201-D-1824,2020-06-27,2020,6,GALWAY,FORD,FOCUS,ESTATE,SILVER,A,31254.0
191-W-4606,2019-05-20,2019,5,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,34696.0
201-C-637,2020-03-02,2020,2,CORK,FORD,MONDEO,HATCHBACK,BLUE,B,33420.0
201-C-2399,2019-08-03,2019,3,CORK,FORD,MONDEO,SALOON,RED,B,34200.0
202-L-917,2019-12-07,2019,7,LIMERICK,TOYOTA,COROLLA,SALOON,WHITE,B,28238.0
181-D-971,2018-01-13,2018,1,GALWAY,MERCEDES,C-CLASS,SALOON,WHITE,B,43588.0
202-L-2435,2020-05-09,2020,9,LIMERICK,BMW,5 SERIES,ESTATE,RED,C,77960.0
191-C-961,2019-02-25,2019,2,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,44570.0
201-D-4297,2019-03-16,2019,3,DUBLIN,MAZDA,MAZDA6,SALOON,RED,B,34188.0
201-G-4267,2020-07-01,2020,1,GALWAY,TOYOTA,CAMERY,SALOON,RED,B,39103.0
201-D-3926,2020-02-16,2020,2,DUBLIN,FORD,MONDEO,SALOON,WHITE,B,38400.0
201-D-109,2020-02-23,2020,2,GALWAY,AUDI,A4,ESTATE,WHITE,B,51775.0
202-C-823,2020-02-08,2020,8,GALWAY,BMW,3 SERIES,HATCHBACK,WHITE,C,65406.0
201-D-2581,2020-01-04,2020,4,DUBLIN,AUDI,A4,ESTATE,BLUE,B,53552.0
181-W-4039,2018-01-01,2018,1,GALWAY,FORD,FOCUS,HATCHBACK,RED,A,28417.0
181-L-4338,2018-01-04,2018,4,LIMERICK,BMW,2 SERIES,COUPE,RED,B,80940.0
201-C-989,2018-03-01,2018,1,CORK,MERCEDES,C-CLASS,SALOON,WHITE,B,83931.0
201-D-4367,2020-03-20,2020,3,GALWAY,TOYOTA,COROLLA,SALOON,RED,B,30290.0
191-C-2451,2019-02-01,2019,1,CORK,TOYOTA,RAV4,SUV,RED,B,42237.0
201-W-831,2020-07-02,2020,2,GALWAY,MERCEDES,C-CLASS,ESTATE,SILVER,B,98204.0
201-C-2750,2018-05-03,2018,3,CORK,OPEL,CROSSLAND X,SUV,BLUE,A,27837.0
201-D-487,2020-06-03,2020,3,GALWAY,BMW,2 SERIES,COUPE,RED,B,93513.0
191-D-2300,2019-12-01,2019,1,GALWAY,TOYOTA,CAMERY,SALOON,RED,B,40103.0
191-D-3726,2019-04-26,2019,4,DUBLIN,AUDI,Q3,SUV,SILVER,B,43164.0
201-D-2442,2020-03-03,2020,3,DUBLIN,OPEL,GRANDLAND X,SUV,RED,B,33301.0
181-D-1985,2018-04-03,2018,3,GALWAY,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,48334.0
201-W-4971,2020-03-23,2020,3,WATERFORD,OPEL,ASTRA,HATCHBACK,RED,A,25916.0
182-C-1954,2018-07-22,2018,7,CORK,OPEL,ASTRA,HATCHBACK,SILVER,A,28718.0
191-L-3907,2019-08-02,2019,2,LIMERICK,OPEL,ASTRA,HATCHBACK,BLUE,A,30216.0
191-G-1705,2019-03-03,2019,3,GALWAY,BMW,2 SERIES,COUPE,SILVER,B,55099.0
201-D-4990,2020-12-02,2020,2,DUBLIN,BMW,3 SERIES,SALOON,RED,B,49463.0
181-L-3388,2018-01-24,2018,1,GALWAY,AUDI,A6,SALOON,BLUE,C,74929.0
192-L-3552,2019-06-07,2019,7,LIMERICK,FORD,FOCUS,ESTATE,WHITE,A,31366.0
192-C-2297,2019-07-23,2019,7,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,24394.0
202-C-4401,2020-09-17,2020,9,CORK,AUDI,Q3,SUV,RED,B,42241.0
182-W-1419,2018-07-21,2018,7,WATERFORD,MAZDA,CX-30,SUV,RED,B,38737.0
201-D-2284,2018-06-03,2018,3,DUBLIN,AUDI,A6,SALOON,RED,C,69724.0
192-C-4884,2019-07-25,2019,7,CORK,MERCEDES,A-CLASS,SALOON,WHITE,B,43936.0
201-W-1402,2020-01-20,2020,1,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,39626.0
201-D-1708,2020-01-24,2020,1,DUBLIN,FORD,MONDEO,HATCHBACK,RED,B,35199.0
182-C-771,2018-06-07,2018,7,GALWAY,TOYOTA,YARIS,HATCHBACK,SILVER,A,18435.0
201-D-4453,2018-04-03,2018,3,DUBLIN,OPEL,CORSA,HATCHBACK,WHITE,A,18510.0
181-W-2570,2018-03-26,2018,3,WATERFORD,AUDI,A4,SALOON,SILVER,B,45035.0
201-L-4285,2019-03-16,2019,3,LIMERICK,BMW,2 SERIES,COUPE,BLUE,B,51292.0
201-C-3247,2020-04-25,2020,4,CORK,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,48415.0
182-D-286,2018-10-07,2018,7,DUBLIN,TOYOTA,RAV4,SUV,SILVER,B,40494.0
181-D-2754,2018-01-23,2018,1,DUBLIN,FORD,FOCUS,ESTATE,RED,A,33589.0
201-D-747,2020-02-01,2020,1,DUBLIN,TOYOTA,YARIS,HATCHBACK,SILVER,A,16564.0
201-G-4597,2020-01-27,2020,1,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,25134.0
202-D-2285,2020-09-14,2020,9,DUBLIN,FORD,MONDEO,SALOON,RED,B,38449.0
201-D-1878,2018-01-01,2018,1,DUBLIN,FORD,MONDEO,HATCHBACK,BLUE,B,38138.0
191-G-1260,2019-03-04,2019,4,GALWAY,AUDI,A6,SALOON,WHITE,C,74093.0
182-G-3534,2018-07-19,2018,7,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,23221.0
201-W-556,2020-07-01,2020,1,WATERFORD,AUDI,A4,SALOON,WHITE,B,43574.0
181-C-3070,2018-01-24,2018,1,CORK,MAZDA,CX-5,SUV,WHITE,B,41380.0
181-D-1871,2018-11-01,2018,1,DUBLIN,MAZDA,CX-30,SUV,ORANGE,B,29305.0
202-C-4205,2019-07-24,2019,7,CORK,BMW,3 SERIES,SALOON,ORANGE,B,65487.0
201-C-2866,2020-10-02,2020,2,CORK,FORD,MUSTANG,COUPE,BLUE,C,48072.0
202-W-3088,2019-07-14,2019,7,WATERFORD,MERCEDES,AMG-GT,HATCHBACK,WHITE,D,177675.0
182-W-1433,2018-07-25,2018,7,WATERFORD,MERCEDES,AMG-GT,HATCHBACK,SILVER,D,198629.0
201-D-4374,2020-01-25,2020,1,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,37713.0
201-L-2687,2020-03-26,2020,3,LIMERICK,FORD,FOCUS,ESTATE,WHITE,A,33923.0
201-G-4689,2019-11-01,2019,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,35804.0
191-D-3687,2019-09-04,2019,4,DUBLIN,MAZDA,CX-5,SUV,SILVER,B,49826.0
201-G-2935,2020-12-03,2020,3,GALWAY,MERCEDES,C-CLASS,ESTATE,RED,B,65014.0
201-L-4986,2020-03-02,2020,2,GALWAY,FORD,MONDEO,HATCHBACK,WHITE,B,37798.0
191-C-3569,2019-12-01,2019,1,CORK,OPEL,ASTRA,ESTATE,BLUE,B,27917.0
191-C-4302,2019-03-22,2019,3,CORK,BMW,3 SERIES,ESTATE,RED,B,57230.0
202-D-4550,2020-11-07,2020,7,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,36629.0
191-D-2623,2019-01-01,2019,1,GALWAY,TOYOTA,COROLLA,SALOON,BLUE,B,28728.0
191-D-3945,2019-09-01,2019,1,DUBLIN,FORD,KUGA,SUV,WHITE,B,35272.0
191-C-1146,2019-01-14,2019,1,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,27715.0
192-G-418,2019-07-23,2019,7,GALWAY,AUDI,Q7,SUV,RED,D,85809.0
201-C-3091,2020-05-02,2020,2,CORK,MAZDA,MAZDA3,SALOON,WHITE,B,36497.0
181-L-2980,2018-09-05,2018,5,LIMERICK,OPEL,INSIGNIA,HATCHBACK,WHITE,B,28878.0
201-C-935,2020-03-20,2020,3,CORK,MERCEDES,A-CLASS,SALOON,RED,B,47293.0
202-W-1745,2020-07-16,2020,7,WATERFORD,OPEL,CORSA,HATCHBACK,WHITE,A,19875.0
192-C-3747,2019-06-07,2019,7,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,26813.0
201-L-2970,2020-05-03,2020,3,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,35797.0
181-D-4091,2018-03-20,2018,3,GALWAY,FORD,FOCUS,ESTATE,BLUE,A,44406.0
201-D-4176,2020-12-01,2020,1,DUBLIN,FORD,FOCUS,HATCHBACK,RED,A,37009.0
201-D-1102,2018-02-02,2018,2,DUBLIN,FORD,MUSTANG,COUPE,WHITE,C,49490.0
181-L-4626,2018-01-13,2018,1,LIMERICK,MAZDA,MAZDA6,SALOON,WHITE,B,38979.0
202-W-1192,2019-11-23,2019,11,WATERFORD,AUDI,Q3,SUV,RED,B,40932.0
181-C-3938,2018-03-01,2018,1,GALWAY,FORD,MONDEO,SALOON,SILVER,B,37757.0
201-W-3283,2020-12-01,2020,1,WATERFORD,BMW,X3,SUV,WHITE,C,102935.0
201-C-2661,2020-02-20,2020,2,GALWAY,AUDI,A6,ESTATE,SILVER,C,73252.0
181-L-3777,2018-01-04,2018,4,GALWAY,MAZDA,CX-5,SUV,BLUE,B,46014.0
192-L-4576,2019-07-20,2019,7,LIMERICK,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34051.0
202-W-4459,2019-03-07,2019,7,WATERFORD,MERCEDES,A-CLASS,HATCHBACK,SILVER,B,51933.0
192-G-953,2019-03-07,2019,7,GALWAY,MAZDA,CX-5,SUV,WHITE,B,40634.0
201-G-2102,2020-03-14,2020,3,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,36138.0
201-G-3918,2020-02-06,2020,6,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,25212.0
181-D-3353,2018-05-01,2018,1,DUBLIN,BMW,5 SERIES,ESTATE,WHITE,C,73884.0
201-D-679,2020-01-15,2020,1,DUBLIN,BMW,2 SERIES,COUPE,RED,B,76802.0
201-L-1861,2020-04-03,2020,3,GALWAY,TOYOTA,CAMERY,SALOON,WHITE,B,42203.0
191-L-4034,2019-07-04,2019,4,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,25349.0
192-D-2708,2019-01-07,2019,7,DUBLIN,FORD,MUSTANG,COUPE,BLUE,C,71204.0
182-C-548,2018-12-07,2018,7,GALWAY,BMW,5 SERIES,ESTATE,SILVER,C,60220.0
201-C-2555,2018-09-01,2018,1,CORK,MERCEDES,A-CLASS,HATCHBACK,RED,B,33216.0
202-L-3896,2020-03-07,2020,7,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,39523.0
181-G-2086,2018-07-01,2018,1,GALWAY,FORD,MONDEO,SALOON,WHITE,B,35106.0
191-C-203,2019-01-27,2019,1,GALWAY,AUDI,A4,SALOON,RED,B,43715.0
202-D-267,2020-05-08,2020,8,DUBLIN,AUDI,A4,SALOON,RED,B,43199.0
201-D-1060,2019-01-16,2019,1,DUBLIN,AUDI,A6,SALOON,BLUE,C,53354.0
202-L-4214,2020-07-26,2020,7,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,21068.0
201-D-4688,2019-11-01,2019,1,DUBLIN,BMW,3 SERIES,HATCHBACK,WHITE,C,66264.0
181-D-1671,2018-03-19,2018,3,DUBLIN,OPEL,CORSA,HATCHBACK,RED,A,23543.0
201-W-2362,2020-09-01,2020,1,GALWAY,AUDI,A4,SALOON,WHITE,B,44183.0
202-D-3456,2020-06-10,2020,10,DUBLIN,BMW,2 SERIES,COUPE,ORANGE,B,119709.0
182-D-2261,2018-02-07,2018,7,DUBLIN,FORD,MUSTANG,COUPE,BLUE,C,68168.0
182-C-130,2018-08-07,2018,7,GALWAY,AUDI,A4,ESTATE,WHITE,B,40928.0
201-W-1503,2020-06-02,2020,2,GALWAY,TOYOTA,YARIS,HATCHBACK,SILVER,A,17714.0
201-D-2309,2020-02-13,2020,2,DUBLIN,MAZDA,CX-5,SUV,BLUE,B,39774.0
181-C-2651,2018-01-02,2018,2,GALWAY,OPEL,ASTRA,HATCHBACK,ORANGE,A,24350.0
191-G-2336,2019-03-01,2019,1,GALWAY,MAZDA,CX-5,SUV,WHITE,B,46994.0
202-D-2054,2020-07-24,2020,7,DUBLIN,MERCEDES,AMG-GT,HATCHBACK,SILVER,D,191895.0
181-D-4897,2018-11-01,2018,1,DUBLIN,BMW,3 SERIES,SALOON,WHITE,B,72885.0
181-G-3147,2018-03-25,2018,3,GALWAY,BMW,X3,SUV,RED,C,111830.0
201-L-613,2020-10-03,2020,3,LIMERICK,BMW,X3,SUV,RED,C,73335.0
201-G-4911,2019-06-04,2019,4,GALWAY,OPEL,GRANDLAND X,SUV,SILVER,B,53386.0
202-D-2577,2020-07-13,2020,7,DUBLIN,BMW,2 SERIES,COUPE,WHITE,B,85391.0
201-L-3123,2020-01-24,2020,1,LIMERICK,OPEL,CROSSLAND X,SUV,WHITE,A,27810.0
181-D-1521,2018-04-03,2018,3,GALWAY,AUDI,A4,SALOON,WHITE,B,55684.0
182-D-1461,2018-08-26,2018,8,DUBLIN,MAZDA,CX-30,SUV,BLUE,B,36252.0
202-W-3420,2020-07-27,2020,7,WATERFORD,AUDI,A4,ESTATE,RED,B,40127.0
182-D-899,2018-07-27,2018,7,GALWAY,MERCEDES,C-CLASS,SALOON,BLUE,B,108371.0
191-D-3096,2019-05-02,2019,2,GALWAY,FORD,FOCUS,HATCHBACK,BLUE,A,42486.0
201-D-2301,2020-02-20,2020,2,DUBLIN,OPEL,CROSSLAND X,SUV,SILVER,A,25663.0
201-C-1631,2020-05-01,2020,1,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,31504.0
181-G-3381,2018-02-01,2018,1,GALWAY,FORD,MONDEO,HATCHBACK,SILVER,B,39530.0
201-D-3917,2020-07-03,2020,3,DUBLIN,TOYOTA,RAV4,SUV,RED,B,45559.0
191-D-3182,2019-04-01,2019,1,GALWAY,TOYOTA,RAV4,SUV,RED,B,39311.0
191-D-3313,2019-10-03,2019,3,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,16191.0
191-D-4480,2019-03-27,2019,3,GALWAY,TOYOTA,YARIS,HATCHBACK,BLUE,A,16362.0
201-G-333,2020-05-03,2020,3,GALWAY,FORD,MONDEO,SALOON,WHITE,B,35584.0
191-D-2811,2019-01-20,2019,1,GALWAY,TOYOTA,CAMERY,SALOON,WHITE,B,42464.0
202-L-4138,2020-07-20,2020,7,LIMERICK,AUDI,A6,ESTATE,WHITE,C,82762.0
